,words,ner_tags,bio
750,"['it', 'is', 'estimated', 'that', 'there', 'are', 'less', 'than', '3,000', 'bengal', 'tiger', 'left', 'in', 'the', 'wild']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O']"
751,"['for', 'more', 'information', 'about', 'tiger', 'explore', 'the', 'tiger', 'info', 'book']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'B-AN', 'O', 'O']"
752,"['baby', 'colobus', 'are', 'born', 'completely', 'white.the', 'old', 'world', 'monkey', 'of', 'the', 'subfamily', 'colobinae', 'have', 'a', 'specially', 'adapted', 'stomach', 'that', 'is', 'sacculated', 'and', 'support', 'bacterial', 'colony', 'these', 'bacteria', 'make', 'it', 'possible', 'for', 'digestion', 'of', 'cellulose', 'in', 'their', 'diet', 'of', 'leaf', 'unripe', 'fruit', 'and', 'seed']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
753,"['the', 'old', 'world', 'monkey', 'of', 'the', 'subfamily', 'colobinae', 'have', 'a', 'specially', 'adapted', 'stomach', 'that', 'is', 'sacculated', 'and', 'support', 'bacterial', 'colony', 'these', 'bacteria', 'make', 'it', 'possible', 'for', 'digestion', 'of', 'cellulose', 'in', 'their', 'diet', 'of', 'leaf', 'unripe', 'fruit', 'and', 'seed']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
754,"['the', 'difference', 'between', 'monkey', 'and', 'ape', 'are', 'easy', 'to', 'see', 'once', 'you', 'know', 'what', 'to', 'look', 'for', 'ape', 'do', 'not', 'have', 'a', 'tail', 'and', 'are', 'generally', 'larger', 'than', 'most', 'other', 'primate', 'they', 'have', 'a', 'more', 'upright', 'body', 'posture', 'a', 'well', 'ape', 'rely', 'more', 'on', 'vision', 'than', 'on', 'smell', 'and', 'have', 'a', 'short', 'broad', 'nose', 'rather', 'than', 'a', 'snout', 'a', 'old', 'world', 'monkey', 'do']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O']"
755,"['old', 'world', 'monkey', 'are', 'generally', 'from', 'africa', 'and', 'asia', 'while', 'new', 'world', 'monkey', 'are', 'from', 'the', 'america', 'in', 'old', 'world', 'monkey', 'the', 'nostril', 'face', 'downward', 'and', 'are', 'narrow', 'new', 'world', 'monkey', 'have', 'round', 'nostril', 'facing', 'to', 'the', 'side', 'old', 'world', 'primate', 'are', 'usually', 'larger', 'than', 'new', 'world', ""'s"", 'many', 'of', 'the', 'old', 'world', 'monkey', 'are', 'partly', 'terrestrial']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O']"
756,"['orang', 'are', 'unable', 'to', 'swim', 'in', 'rain', 'they', 'construct', 'a', 'leaf', 'nest', 'to', 'keep', 'dry.the', 'difference', 'between', 'monkey', 'and', 'ape', 'are', 'easy', 'to', 'see', 'once', 'you', 'know', 'what', 'to', 'look', 'for', 'ape', 'do', 'not', 'have', 'a', 'tail', 'and', 'are', 'generally', 'larger', 'than', 'most', 'other', 'primate', 'they', 'have', 'a', 'more', 'upright', 'body', 'posture', 'a', 'well', 'ape', 'rely', 'more', 'on', 'vision', 'than', 'on', 'smell', 'and', 'have', 'a', 'short', 'broad', 'nose', 'rather', 'than', 'a', 'snout', 'a', 'old', 'world', 'monkey', 'do', 'ape', 'have', 'a', 'larger', 'brain', 'relative', 'to', 'the', 'body', 'size', 'than', 'other', 'primate', 'do']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
757,"['the', 'difference', 'between', 'monkey', 'and', 'ape', 'are', 'easy', 'to', 'see', 'once', 'you', 'know', 'what', 'to', 'look', 'for', 'ape', 'do', 'not', 'have', 'a', 'tail', 'and', 'are', 'generally', 'larger', 'than', 'most', 'other', 'primate', 'they', 'have', 'a', 'more', 'upright', 'body', 'posture', 'a', 'well', 'ape', 'rely', 'more', 'on', 'vision', 'than', 'on', 'smell', 'and', 'have', 'a', 'short', 'broad', 'nose', 'rather', 'than', 'a', 'snout', 'a', 'old', 'world', 'monkey', 'do', 'ape', 'have', 'a', 'larger', 'brain', 'relative', 'to', 'the', 'body', 'size', 'than', 'other', 'primate', 'do']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
758,"['``', 'marmoset', ""''"", 'is', 'derived', 'from', 'the', 'french', '``', 'marmouset', ""''"", 'which', 'mean', 'loosely', 'shrimp', 'or', 'dwarf', 'an', 'apt', 'name', 'considering', 'they', 'are', 'the', 'smallest', 'of', 'the', 'true', 'monkey', 'the', 'lightest', 'of', 'the', 'true', 'monkey', 'is', 'the', 'pygmy', 'marmoset']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O']"
759,"['these', 'monkey', 'use', 'their', 'specialized', 'claw', 'to', 'establish', 'a', 'firm', 'grip', 'on', 'tree', 'trunk', 'and', 'gnaw', 'little', 'hole', 'in', 'the', 'bark', 'with', 'their', 'lower', 'incisor', 'and', 'canine', 'this', 'cause', 'the', 'tree', 'to', 'produce', 'more', 'sap', 'which', 'is', 'used', 'to', 'seal', 'injury', 'to', 'the', 'bark', 'this', 'tree', 'sap', 'is', 'a', 'valuable', 'source', 'of', 'carbohydrate', 'and', 'mineral']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
760,"['the', 'difference', 'between', 'monkey', 'and', 'ape', 'are', 'easy', 'to', 'see', 'once', 'you', 'know', 'what', 'to', 'look', 'for', 'ape', 'do', 'not', 'have', 'a', 'tail', 'and', 'are', 'generally', 'larger', 'than', 'most', 'other', 'primate', 'they', 'have', 'a', 'more', 'upright', 'body', 'posture', 'a', 'well', 'ape', 'rely', 'more', 'on', 'vision', 'than', 'on', 'smell', 'and', 'have', 'a', 'short', 'broad', 'nose', 'rather', 'than', 'a', 'snout', 'a', 'old', 'world', 'monkey', 'do']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O']"
761,"['old', 'world', 'monkey', 'are', 'generally', 'from', 'africa', 'and', 'asia', 'while', 'new', 'world', 'monkey', 'are', 'from', 'the', 'america', 'in', 'old', 'world', 'monkey', 'the', 'nostril', 'face', 'downward', 'and', 'are', 'narrow', 'new', 'world', 'monkey', 'have', 'round', 'nostril', 'facing', 'to', 'the', 'side', 'old', 'world', 'primate', 'are', 'usually', 'larger', 'than', 'new', 'world', ""'s"", 'many', 'of', 'the', 'old', 'world', 'monkey', 'are', 'partly', 'terrestrial']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O']"
762,"['each', 'year', 'an', 'ancient', 'spectacle', 'the', 'single', 'largest', 'movement', 'of', 'wildlife', 'begin', 'white-bearded', 'wildebeest', 'migrate', 'in', 'search', 'of', 'fresh', 'pasture', 'and', 'water', 'such', 'migration', 'may', 'contain', 'a', 'many', 'a', 'one', 'million', 'individual', 'up', 'to', 'half', 'a', 'million', 'plain', 'zebra', 'and', 'thomson', '’', 's', 'gazelle', 'often', 'travel', 'with', 'the', 'gnu', 'in', 'november', 'the', 'rain', 'have', 'resumed', 'in', 'the', 'south', 'and', 'the', 'green', 'grass', 'of', 'the', 'north', 'are', 'depleted', 'the', 'mass', 'surge', 'back', 'to', 'the', 'fresh', 'pasture', 'this', 'migration', 'take', 'the', 'form', 'of', 'long', 'column', 'stretching', 'thousand', 'of', 'mile', 'visitor', 'and', 'native', 'say', 'the', 'ground', 'tremble', 'under', 'their', 'stampeding', 'hoof', 'predator', 'such', 'a', 'lion', 'and', 'hyena', 'follow', 'the', 'herd', 'while', 'crocodile', 'wait', 'hungrily', 'in', 'the', 'river', 'they', 'wait', 'for', 'a', 'lone', 'unhealthy', 'gnu', 'or', 'youngster', 'to', 'break', 'away', 'from', 'the', 'others', 'wading', 'into', 'a', 'herd', 'of', 'over', 'one', 'million', 'hoofed', 'animal', 'for', 'a', 'meal', 'is', 'too', 'dangerous']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
763,"['although', 'mountain', 'lion', 'are', 'one', 'of', 'the', 'largest', 'specie', 'of', 'cat', 'found', 'in', 'north', 'america', 'they', 'actually', 'have', 'more', 'in', 'common', 'with', 'the', 'house', 'cat', 'than', 'a', 'lion', 'or', 'tiger', 'unlike', 'other', 'large', 'cat', 'mountain', 'lion', 'lack', 'a', 'flexible', 'hyoid', 'and', 'are', 'unable', 'to', 'roar']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
764,"['bull', 'giraffe', 'forage', 'higher', 'in', 'tree', 'than', 'cow', 'giraffe', 'which', 'reduces', 'food', 'competition', 'between', 'the', 'sex']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
765,"['the', 'grevy', '’', 's', 'zebra', 'wa', 'named', 'after', 'the', 'former', 'king', 'of', 'france', 'jules', 'grevy', 'he', 'received', 'a', 'zebra', 'a', 'a', 'gift', 'from', 'the', 'king', 'of', 'abyssinia', 'now', 'ethiopia', 'in', '1882']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
766,"['grevy', ""'s"", 'zebra', 'are', 'unusual', 'because', 'they', 'do', 'not', 'form', 'long', 'lasting', 'bond', 'like', 'the', 'plain', 'zebra', 'and', 'horse', 'their', 'group', 'composition', 'may', 'change', 'on', 'an', 'hourly', 'basis']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
767,"['each', 'zebra', 'ha', 'a', 'unique', 'stripe', 'pattern', 'like', 'a', 'person', ""'s"", 'fingerprint']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
768,"['a', 'grevy', '’', 's', 'zebra', 'can', 'run', 'up', 'to', '40', 'mph']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O']"
769,"['hippo', 'were', 'once', 'thought', 'to', 'sweat', 'blood', 'actually', 'hippo', 'secrete', 'a', 'pinkish', 'colored', 'oil', 'that', 'help', 'them', 'keep', 'their', 'skin', 'moist', 'in', 'the', 'hot', 'african', 'climate']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
770,"['hippo', 'spend', 'most', 'of', 'their', 'day', 'in', 'the', 'water', 'or', 'wallowing', 'in', 'the', 'mud', 'generally', 'coming', 'up', 'on', 'land', 'to', 'feed', 'at', 'night']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
771,"['hippo', 'are', 'efficient', 'grazers', 'their', 'lip', 'are', 'almost', '70', 'cm', 'or', 'about', 'two', 'foot', 'wide']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
772,"['baby', 'hippo', 'swim', 'the', 'moment', 'they', 'are', 'born', 'because', 'they', 'are', 'born', 'underwater', 'and', 'female', 'hippo', 'will', 'actually', 'baby-sit', 'a', 'group', 'of', 'other', 'female', ""'s"", 'baby']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
773,"['manatee', 'belong', 'to', 'the', 'mammalian', 'order', 'sirenia', 'there', 'are', '3', 'specie', 'of', 'manatee', 'trichechus', 'inunguis', 'the', 'amazonian', 'manatee', 'trichechus', 'senegalensis', 'the', 'west', 'african', 'manatee', 'and', 'trichechus', 'manatus', 'the', 'west', 'indian', 'manatee', 'scientist', 'also', 'recognize', '2', 'subspecies', 'of', 'west', 'indian', 'manatee', 't.m', 'latirostris', 'the', 'florida', 'manatee', 'and', 't.m', 'manatus', 'the', 'antillean', 'manatee', 'the', 'order', 'sirenia', 'ha', 'one', 'other', 'living', 'specie', 'the', 'dugong', 'a', 'fifth', 'specie', 'steller', ""'s"", 'sea', 'cow', 'wa', 'hunted', 'to', 'extinction', 'by', '1768']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O']"
774,"['a', 'female', 'manatee', 'called', 'a', 'cow', 'can', 'give', 'birth', 'about', 'once', 'every', '3', 'year', 'gestation', 'last', 'about', '12', 'month', 'at', 'birth', 'west', 'indian', 'manatee', 'measure', 'about', '1.2', 'to', '1.4', 'm', '4', 'to', '4.5', 'ft.', 'and', 'weigh', '27', 'to', '32', 'kg', '60', 'to', '70', 'lbs.', 'a', 'calf', 'nurse', 'from', 'teat', 'under', 'the', 'mother', ""'s"", 'pectoral', 'flipper']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
775,"['tiger', 'shark', 'often', 'prey', 'upon', 'hawaiian', 'monk', 'seal', 'a', 'evidenced', 'by', 'shark', 'bite', 'wound', 'present', 'on', 'many', 'monk', 'seal', 'other', 'shark', 'predator', 'include', 'gray', 'reef', 'and', 'white-tipped', 'reef', 'shark', 'predation', 'by', 'shark', 'possibly', 'help', 'explain', 'why', 'female', 'hawaiian', 'monk', 'seal', 'seem', 'to', 'prefer', 'beach', 'site', 'adjacent', 'to', 'shallow', 'water', 'on', 'which', 'to', 'give', 'birth', 'and', 'raise', 'their', 'pup']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
